evaluation,de-identified
2.25.250417449105429631016113766674810387958,1.3.6.1.4.1.14519.5.2.1.8700.9668.208480710187292214069403610042
2.25.250690529170716484193036002253350747638,1.3.6.1.4.1.14519.5.2.1.8700.9668.148701223954575636805629197456
2.25.250722461289336233291659704207094169078,1.3.6.1.4.1.14519.5.2.1.8700.9668.143665233796317429518303933898
2.25.250737224665139141308326885186799779318,1.3.6.1.4.1.14519.5.2.1.8700.9668.214190905065626163076619743630
2.25.250849867305193796630300506298189987318,1.3.6.1.4.1.14519.5.2.1.8700.9668.173654297192627328166046829432
2.25.25103385404677554835023809377237319158,1.3.6.1.4.1.14519.5.2.1.8700.9668.328849163059597581840352283157
2.25.25115885628018242890887630774001581558,1.3.6.1.4.1.14519.5.2.1.8700.9668.250169191696582853173851603575
2.25.251167088152803034468947920985500794358,1.3.6.1.4.1.14519.5.2.1.8700.9668.142458230048508935519917354872
2.25.251204269533330166151258883193673727478,1.3.6.1.4.1.14519.5.2.1.8700.9668.187929136093818978360195706738
2.25.25175676745422882758539350587001650678,1.3.6.1.4.1.14519.5.2.1.8700.9668.759428812056915675524440266780
2.25.25238287593131405293966024629194178038,1.3.6.1.4.1.14519.5.2.1.8700.9668.138078380659871036739070718738
2.25.252579775411893126452130117617240882678,1.3.6.1.4.1.14519.5.2.1.8700.9668.108159113420837965412510085807
2.25.252883061610279355479081579794566594038,1.3.6.1.4.1.14519.5.2.1.8700.9668.202702913763841102966762572802
2.25.252889431950686314903145788695893360118,1.3.6.1.4.1.14519.5.2.1.8700.9668.298954729455854696990172275454
2.25.252966417956201425559985435352434851318,1.3.6.1.4.1.14519.5.2.1.8700.9668.120274744652764655439141262356
2.25.253032750546844055662670566121694412278,1.3.6.1.4.1.14519.5.2.1.8700.9668.636770657044928628880133561386
2.25.253115272224074037968777873694045879798,1.3.6.1.4.1.14519.5.2.1.8700.9668.188355806188402373939080298005
2.25.253154323389236506289456043539446742518,1.3.6.1.4.1.14519.5.2.1.8700.9668.148417880888043950035626322340
2.25.253179994898454378220123103650234613238,1.3.6.1.4.1.14519.5.2.1.8700.9668.196584943389322016664008969016
2.25.253180102648755397619622230870007070198,1.3.6.1.4.1.14519.5.2.1.8700.9668.870273862651607988731116266984
2.25.253271551359196674659967891006962646518,1.3.6.1.4.1.14519.5.2.1.8700.9668.202576771296457902700921504359
2.25.253331041013442947751815067385231687158,1.3.6.1.4.1.14519.5.2.1.8700.9668.480871877586551747561552117413
2.25.253402336060044658801285369779820543478,1.3.6.1.4.1.14519.5.2.1.8700.9668.282183727666971110535353295493
2.25.253508364336951810765034993874516950518,1.3.6.1.4.1.14519.5.2.1.8700.9668.203687002971258840605376620844
2.25.253881282582808576433010669958913965558,1.3.6.1.4.1.14519.5.2.1.8700.9668.214302004468940270020489069070
2.25.255359276427836738795706160965756763638,1.3.6.1.4.1.14519.5.2.1.8700.9668.226477612949009437949297965309
2.25.255581194114898380633983989602928147958,1.3.6.1.4.1.14519.5.2.1.8700.9668.215936818839029584050772591511
2.25.255624918157085940265293426670519827958,1.3.6.1.4.1.14519.5.2.1.8700.9668.275143231834733514694577447352
2.25.255695882426109154261154276019116031478,1.3.6.1.4.1.14519.5.2.1.8700.9668.213039687722662537620875445332
2.25.255712258491160040128413173585930730998,1.3.6.1.4.1.14519.5.2.1.8700.9668.913110344594162958648166732766
2.25.255764097477893123284500629392635575798,1.3.6.1.4.1.14519.5.2.1.8700.9668.143862320118013474773560876330
2.25.255764385472263862635367781924895047158,1.3.6.1.4.1.14519.5.2.1.8700.9668.210641802798157743744408987128
2.25.255811314293625124259132877845277818358,1.3.6.1.4.1.14519.5.2.1.8700.9668.143531162857490084905528343880
2.25.255942809274950048780236882739650477558,1.3.6.1.4.1.14519.5.2.1.8700.9668.645166748024896798764653987981
2.25.256020158541590287339064395795204259318,1.3.6.1.4.1.14519.5.2.1.8700.9668.198494155166505201650887190626
2.25.256031071032554189537602842571203788278,1.3.6.1.4.1.14519.5.2.1.8700.9668.285635560602370346357900463929
2.25.256046045947551010640051398313256795638,1.3.6.1.4.1.14519.5.2.1.8700.9668.313883893734607697723760073412
2.25.256149099206955751977924384832618085878,1.3.6.1.4.1.14519.5.2.1.8700.9668.271003118178394704770021823273
2.25.256219823414646547752842325743044771318,1.3.6.1.4.1.14519.5.2.1.8700.9668.100581078883105391385443675949
2.25.256250229994997084691645664008024473078,1.3.6.1.4.1.14519.5.2.1.8700.9668.802887517301386257056463510538
2.25.256267566701518456013997883295236996598,1.3.6.1.4.1.14519.5.2.1.8700.9668.194227194225319769194973336292
2.25.256397785317145275736623256196569742838,1.3.6.1.4.1.14519.5.2.1.8700.9668.249713108094956646308129515369
2.25.256407578314172851380071506196551024118,1.3.6.1.4.1.14519.5.2.1.8700.9668.120473374584616341118450289411
2.25.256457003218794124901792486719089130998,1.3.6.1.4.1.14519.5.2.1.8700.9668.337274195446289968179426916427
2.25.256524628813048987798467144125618175478,1.3.6.1.4.1.14519.5.2.1.8700.9668.235056772146067282702734037881
2.25.257885471935575433198379941370296647158,1.3.6.1.4.1.14519.5.2.1.8700.9668.270928700233012843604981447164
2.25.257983052509654501727133653841288478198,1.3.6.1.4.1.14519.5.2.1.8700.9668.318236860776732144273430803263
2.25.258020235078604071123409679952620666358,1.3.6.1.4.1.14519.5.2.1.8700.9668.242793588968325048531249873149
2.25.258070795718934986624410063927686839798,1.3.6.1.4.1.14519.5.2.1.8700.9668.336322605735250462488053786411
2.25.258196449603978547007224984794320977398,1.3.6.1.4.1.14519.5.2.1.8700.9668.302154335362628633581823102121
2.25.258337919410964017408432016872040938998,1.3.6.1.4.1.14519.5.2.1.8700.9668.263108474998600161879494107155
2.25.258428823823928821452778409362057706998,1.3.6.1.4.1.14519.5.2.1.8700.9668.177306961937186572954765002762
2.25.258547129296899183818281529027298180598,1.3.6.1.4.1.14519.5.2.1.8700.9668.979130722990882634702818583708
2.25.258572809125074119746704036460200836598,1.3.6.1.4.1.14519.5.2.1.8700.9668.217055017171887045577162528656
2.25.258603290179897420093984712656493854198,1.3.6.1.4.1.14519.5.2.1.8700.9668.393445483438928636817695428885
2.25.25869528215692472986895971023175158,1.3.6.1.4.1.14519.5.2.1.8700.9668.101212699428566135284061349858
2.25.258791732779874347535664205071489023478,1.3.6.1.4.1.14519.5.2.1.8700.9668.587820914452752866524338244339
2.25.258909373528561215223374914902986178038,1.3.6.1.4.1.14519.5.2.1.8700.9668.276583411064749855335935217268
2.25.258925296804663332069944465366124707318,1.3.6.1.4.1.14519.5.2.1.8700.9668.235734649295950839139590136953
2.25.258994680867985199063592011480631459318,1.3.6.1.4.1.14519.5.2.1.8700.9668.252684714613783641401195019204
2.25.259054983403178868507542897619830947318,1.3.6.1.4.1.14519.5.2.1.8700.9668.241905154119174790543371845065
2.25.259153309118126383692391677371675688438,1.3.6.1.4.1.14519.5.2.1.8700.9668.294282893657138891251328443003
2.25.259197195974187910136914869172085308918,1.3.6.1.4.1.14519.5.2.1.8700.9668.115943685969544693033128411478
2.25.260582507922425260934850056530385550838,1.3.6.1.4.1.14519.5.2.1.8700.9668.225623308776051498910259335392
2.25.260611532763621549103605763388871392758,1.3.6.1.4.1.14519.5.2.1.8700.9668.271924453045496393437289731100
2.25.260865850807743399342742471824532684278,1.3.6.1.4.1.14519.5.2.1.8700.9668.300063698487962634026345227557
2.25.260874436367574257597685796214710844918,1.3.6.1.4.1.14519.5.2.1.8700.9668.322813112634680083970208727034
2.25.260994155667104687010293272671745064438,1.3.6.1.4.1.14519.5.2.1.8700.9668.749903793833894300964404310384
2.25.261001242230100775383969327210382867958,1.3.6.1.4.1.14519.5.2.1.8700.9668.599106232900948198265157962440
2.25.261033930185390910564373671573412494838,1.3.6.1.4.1.14519.5.2.1.8700.9668.337546405705584311633975835929
2.25.261202404119287742822406087171164978678,1.3.6.1.4.1.14519.5.2.1.8700.9668.269542134621460628135611477268
2.25.261217485596163145610388706229831187958,1.3.6.1.4.1.14519.5.2.1.8700.9668.812608987357188117126215141392
2.25.261345778175159243566967180077731266038,1.3.6.1.4.1.14519.5.2.1.8700.9668.175190954486772330383943533429
2.25.261741665061469707037732912521050439158,1.3.6.1.4.1.14519.5.2.1.8700.9668.307484387497453366402666683253
2.25.261801334959785700080948114211806494198,1.3.6.1.4.1.14519.5.2.1.8700.9668.136604568127426520207632441437
2.25.263266373415679529939160308911890349558,1.3.6.1.4.1.14519.5.2.1.8700.9668.922161816075529020765785933767
2.25.263417850928012989640170469493697002998,1.3.6.1.4.1.14519.5.2.1.8700.9668.176945607080541722471802564465
2.25.263421723204455874309670353954269674998,1.3.6.1.4.1.14519.5.2.1.8700.9668.109819595149115791273294763275
2.25.263554286181411491114045119821092863478,1.3.6.1.4.1.14519.5.2.1.8700.9668.124394005370112023910636378557
2.25.263616854642053068518051181317271961078,1.3.6.1.4.1.14519.5.2.1.8700.9668.165161758453643294556372492061
2.25.263768404648155228770930239991793171958,1.3.6.1.4.1.14519.5.2.1.8700.9668.101815180607265131935113242001
2.25.263817352599238166421338907379750256118,1.3.6.1.4.1.14519.5.2.1.8700.9668.175047397238739300524139055579
2.25.263836025884861153383066329753404947958,1.3.6.1.4.1.14519.5.2.1.8700.9668.738001543169325701780188850675
2.25.263935843069967999594070307970114764278,1.3.6.1.4.1.14519.5.2.1.8700.9668.331673683851434997709219880019
2.25.263944259081531077323331182176239205878,1.3.6.1.4.1.14519.5.2.1.8700.9668.208735141144426236580009188576
2.25.263945003033977086265461185553932860918,1.3.6.1.4.1.14519.5.2.1.8700.9668.163087468451625241929160180105
2.25.264088116825334727651673283668622294518,1.3.6.1.4.1.14519.5.2.1.8700.9668.237523826717415585979713507333
2.25.264182233148007859972265718430385683958,1.3.6.1.4.1.14519.5.2.1.8700.9668.279430476910327340535615810359
2.25.264252918137758211186336550536556953078,1.3.6.1.4.1.14519.5.2.1.8700.9668.429402927588899400395435208126
2.25.265885868403735834597105934640065658358,1.3.6.1.4.1.14519.5.2.1.8700.9668.633348069475421474019084402444
2.25.265896889437282381337786884571277147638,1.3.6.1.4.1.14519.5.2.1.8700.9668.337974661365249110021730990105
2.25.265922457949888984724815073074929581558,1.3.6.1.4.1.14519.5.2.1.8700.9668.204314703257597448348527797496
2.25.265971300527515778403654741049432718838,1.3.6.1.4.1.14519.5.2.1.8700.9668.165087293545180326020240479828
2.25.265982168254567860042842447473100307958,1.3.6.1.4.1.14519.5.2.1.8700.9668.267667357087927479422038969383
2.25.265996630959494026426348460953514393078,1.3.6.1.4.1.14519.5.2.1.8700.9668.132754784975122636143876978474
2.25.2660316455101689096723175313505893878,1.3.6.1.4.1.14519.5.2.1.8700.9668.269916348747357186789472268247
2.25.266099671542392765481927432505843629558,1.3.6.1.4.1.14519.5.2.1.8700.9668.249710438886476986007818674090
2.25.266139951932496642613803366185633955318,1.3.6.1.4.1.14519.5.2.1.8700.9668.224912757158087504905118385308
2.25.266298533438021943826643851885747486198,1.3.6.1.4.1.14519.5.2.1.8700.9668.838588499995449506290581157666
2.25.266330404550956556941727606810649148918,1.3.6.1.4.1.14519.5.2.1.8700.9668.247682086785082569558263857709
2.25.266359262220729940012730991291399781878,1.3.6.1.4.1.14519.5.2.1.8700.9668.336735331982359391021952597456
2.25.266397454552610753707989647120379002358,1.3.6.1.4.1.14519.5.2.1.8700.9668.111832853081208033941606115642
2.25.266592891810915252976713585563029585398,1.3.6.1.4.1.14519.5.2.1.8700.9668.187155553570342397379223884622
2.25.266623810997477257205781154057367961078,1.3.6.1.4.1.14519.5.2.1.8700.9668.155229984285962652578328384007
2.25.26673774736689039696899203371242208758,1.3.6.1.4.1.14519.5.2.1.8700.9668.188913204547282014413452324200
2.25.266921409802217399767258463682218802678,1.3.6.1.4.1.14519.5.2.1.8700.9668.221583069999868611001891416577
2.25.26697344718896220766011594728747417078,1.3.6.1.4.1.14519.5.2.1.8700.9668.795170431596349585539665310989
2.25.267046995551041197882743054101055651318,1.3.6.1.4.1.14519.5.2.1.8700.9668.247579504823262422040255173145
2.25.267058494330407705637379693102287666678,1.3.6.1.4.1.14519.5.2.1.8700.9668.151648841010806430468895098877
2.25.267112590131350007613123501008417832438,1.3.6.1.4.1.14519.5.2.1.8700.9668.197956458406166000206451819929
2.25.267144132843550999102527930693645352438,1.3.6.1.4.1.14519.5.2.1.8700.9668.320993312193300912873235618856
2.25.268540211899074038423942080674796256758,1.3.6.1.4.1.14519.5.2.1.8700.9668.835327787877208392911502615447
2.25.268877181950753206934021438062607318518,1.3.6.1.4.1.14519.5.2.1.8700.9668.187371782431981253642280151131
2.25.268980483590447430490592780342252912118,1.3.6.1.4.1.14519.5.2.1.8700.9668.266952109898485122151649476741
2.25.269031470082151860162407729616052141558,1.3.6.1.4.1.14519.5.2.1.8700.9668.333726425296058394364078830728
2.25.269066501606489167281918091009132707318,1.3.6.1.4.1.14519.5.2.1.8700.9668.969103090399318022801622934335
2.25.269085094079386389694021167967958056438,1.3.6.1.4.1.14519.5.2.1.8700.9668.911709508446078591394968005714
2.25.269091711611660393622818668726409870838,1.3.6.1.4.1.14519.5.2.1.8700.9668.112675996305426608699205472628
2.25.269147342458251409470103351546577796598,1.3.6.1.4.1.14519.5.2.1.8700.9668.297067934736829318223848258857
2.25.269267616751060251304395670778984119798,1.3.6.1.4.1.14519.5.2.1.8700.9668.162883639649184145171396000913
2.25.269290475264368054279756472111815310838,1.3.6.1.4.1.14519.5.2.1.8700.9668.308806105446225300652544355357
2.25.269609720787670344143551089814776954358,1.3.6.1.4.1.14519.5.2.1.8700.9668.138123123230147485028936413179
2.25.269634079882376167285465912870027509238,1.3.6.1.4.1.14519.5.2.1.8700.9668.331340897974239825242121334287
2.25.269647105784575137485209667430902250998,1.3.6.1.4.1.14519.5.2.1.8700.9668.187730009255179864403693658053
2.25.269651445903317668885623041768501657078,1.3.6.1.4.1.14519.5.2.1.8700.9668.301360011554386776584444221208
2.25.269685217303730186630843977845052128758,1.3.6.1.4.1.14519.5.2.1.8700.9668.745130038062531337787708563576
2.25.27017095321734539064958371274392452598,1.3.6.1.4.1.14519.5.2.1.8700.9668.216107778818389873904472458415
2.25.27042712955801901295875867775294094838,1.3.6.1.4.1.14519.5.2.1.8700.9668.295808241268027382672457534363
2.25.2710042030599704251605323335335525878,1.3.6.1.4.1.14519.5.2.1.8700.9668.292492387770413107572475865187
2.25.271291760030860180595250057814474341878,1.3.6.1.4.1.14519.5.2.1.8700.9668.101566571189795739016636895215
2.25.271337218773665990044231105526858628598,1.3.6.1.4.1.14519.5.2.1.8700.9668.268154598654698184718710753907
2.25.271412743415723525095363839265236172278,1.3.6.1.4.1.14519.5.2.1.8700.9668.206373976993407143435423714291
2.25.271470144219465109607950361857254604278,1.3.6.1.4.1.14519.5.2.1.8700.9668.242692104909223710309860162822
2.25.271514483468334592501841212793620643318,1.3.6.1.4.1.14519.5.2.1.8700.9668.131208359926781768488309242366
2.25.271536148409374118084956167386840022518,1.3.6.1.4.1.14519.5.2.1.8700.9668.745111930170914433872269697073
2.25.27157770470249991394859340106290544118,1.3.6.1.4.1.14519.5.2.1.8700.9668.747640813546474991688004814833
2.25.271727229307162770529077524815381380598,1.3.6.1.4.1.14519.5.2.1.8700.9668.437707058826146216373563185894
2.25.271742216898665593913820095524466441718,1.3.6.1.4.1.14519.5.2.1.8700.9668.308791161332312038101826428113
2.25.271793286183799850991867830051693772278,1.3.6.1.4.1.14519.5.2.1.8700.9668.704803654443267543651605547666
2.25.271999947299746933517976957898068704758,1.3.6.1.4.1.14519.5.2.1.8700.9668.230320714891281145997286450067
2.25.272043980727909111351524697754786446838,1.3.6.1.4.1.14519.5.2.1.8700.9668.311892698277195584243397961346
2.25.272353809587955768327474634791530905078,1.3.6.1.4.1.14519.5.2.1.8700.9668.138715848809055409595830243815
2.25.272418894335038798766842667243572674038,1.3.6.1.4.1.14519.5.2.1.8700.9668.247847033302192766001396942185
2.25.272424956477893577702633637258932633078,1.3.6.1.4.1.14519.5.2.1.8700.9668.260713500779835010086909476446
2.25.272464874399153952075165080475150171638,1.3.6.1.4.1.14519.5.2.1.8700.9668.286625949571683284433450935403
2.25.27389597223597292273839993285330451958,1.3.6.1.4.1.14519.5.2.1.8700.9668.244888541313704991737370813877
2.25.273988941005247409435457969159992360438,1.3.6.1.4.1.14519.5.2.1.8700.9668.209278617959157005211867554837
2.25.274030881621496772976528175553261977078,1.3.6.1.4.1.14519.5.2.1.8700.9668.127239811537784561533016248146
2.25.274059272637392947030583134060145130998,1.3.6.1.4.1.14519.5.2.1.8700.9668.765799950347831761408561064504
2.25.274091585051192764598027285024850165238,1.3.6.1.4.1.14519.5.2.1.8700.9668.306681452704997168194764766349
2.25.274128889631512605961383205193865870838,1.3.6.1.4.1.14519.5.2.1.8700.9668.295597077400414441954848071527
2.25.274135354253432957360009150412493536758,1.3.6.1.4.1.14519.5.2.1.8700.9668.148656947192630631721114625253
2.25.274175472621944492821314705294905425398,1.3.6.1.4.1.14519.5.2.1.8700.9668.482200210656051008040985954164
2.25.274205310344088177342174121914321714678,1.3.6.1.4.1.14519.5.2.1.8700.9668.170093559429654476993063906134
2.25.274375558988825329121368632896561724918,1.3.6.1.4.1.14519.5.2.1.8700.9668.128230854197807035097229362858
2.25.274443767702356297003567978786565242358,1.3.6.1.4.1.14519.5.2.1.8700.9668.144330343372073714183804865959
2.25.274481861395174780439726330653326294518,1.3.6.1.4.1.14519.5.2.1.8700.9668.896156005822470600940688541049
2.25.274534132967675191479097047209999973878,1.3.6.1.4.1.14519.5.2.1.8700.9668.210995817764651082659906152096
2.25.274599621382246232095265118768468704758,1.3.6.1.4.1.14519.5.2.1.8700.9668.289941017446147144969404696745
2.25.274670750841988288332269850656201358838,1.3.6.1.4.1.14519.5.2.1.8700.9668.233491066882862653148239092010
2.25.274675380143523996797515441429219491318,1.3.6.1.4.1.14519.5.2.1.8700.9668.171283702695720427964532517330
2.25.274731134982189347468488458145669692918,1.3.6.1.4.1.14519.5.2.1.8700.9668.246815701946974946507789602943
2.25.274739242003918619566832717530387824118,1.3.6.1.4.1.14519.5.2.1.8700.9668.224085414109530254220511190928
2.25.274777799973769436592009367564697845238,1.3.6.1.4.1.14519.5.2.1.8700.9668.675960072289260936200356938724
2.25.275014958782453947460910066251595365878,1.3.6.1.4.1.14519.5.2.1.8700.9668.389674605612766203471062682636
2.25.275078160276114013836973500163937648118,1.3.6.1.4.1.14519.5.2.1.8700.9668.802839704993143158206130075161
2.25.275090597116924690481367246725541641718,1.3.6.1.4.1.14519.5.2.1.8700.9668.220380597841382326682787406105
2.25.275094796209537946491259704554909449718,1.3.6.1.4.1.14519.5.2.1.8700.9668.265569321461570534078175736500
2.25.276505069782657041411397113870202551798,1.3.6.1.4.1.14519.5.2.1.8700.9668.329323706232452496914783581103
2.25.276535312360711173823021633499205058038,1.3.6.1.4.1.14519.5.2.1.8700.9668.144356398472219478111732230222
2.25.276629000059025103973547687188197129718,1.3.6.1.4.1.14519.5.2.1.8700.9668.260741262886598288735720271205
2.25.276798417204196668548519153926678363638,1.3.6.1.4.1.14519.5.2.1.8700.9668.714400439912830220425999136809
2.25.277017483073548609441965302949357403638,1.3.6.1.4.1.14519.5.2.1.8700.9668.275328019024732578352407110696
2.25.277021153714317895308726011840576470518,1.3.6.1.4.1.14519.5.2.1.8700.9668.320958015038311147044694649580
2.25.277055033261172245024767763104619150838,1.3.6.1.4.1.14519.5.2.1.8700.9668.200097268326240035342848006820
2.25.277105183103480524065177724554302832118,1.3.6.1.4.1.14519.5.2.1.8700.9668.327014700280484607785961401905
2.25.277139912768518651837561854544932617718,1.3.6.1.4.1.14519.5.2.1.8700.9668.993390087402953976965290990310
2.25.277191952202502896082423422017831812598,1.3.6.1.4.1.14519.5.2.1.8700.9668.277218933863647983980451734983
2.25.277209214038410691424976615406011268598,1.3.6.1.4.1.14519.5.2.1.8700.9668.300436638136529038589669994769
2.25.277269863592956173346726161267713228278,1.3.6.1.4.1.14519.5.2.1.8700.9668.176326060913461664106147282485
2.25.277316712790014108134831975676425911798,1.3.6.1.4.1.14519.5.2.1.8700.9668.337534082786557077505281834352
2.25.277323834213401702784816571374401863158,1.3.6.1.4.1.14519.5.2.1.8700.9668.623869838868834725942905686744
2.25.277358456128138811157701574145259191798,1.3.6.1.4.1.14519.5.2.1.8700.9668.301645429167793022433842099256
2.25.277368572772210257570968893772277595638,1.3.6.1.4.1.14519.5.2.1.8700.9668.290667762971828657386640936012
2.25.277466595043295343123404690250792549878,1.3.6.1.4.1.14519.5.2.1.8700.9668.298667997942823388114463501522
2.25.277473252981932229327014363716659035638,1.3.6.1.4.1.14519.5.2.1.8700.9668.262407374708301735251333741119
2.25.277518381739441166865029334318490172918,1.3.6.1.4.1.14519.5.2.1.8700.9668.756641773714217294498450042686
2.25.277620115453799233130359700363358617078,1.3.6.1.4.1.14519.5.2.1.8700.9668.301721488069474467743449678761
2.25.27908464044466459706026864486959922678,1.3.6.1.4.1.14519.5.2.1.8700.9668.272898981390817336407310215372
2.25.279153794812850546182732813735695072758,1.3.6.1.4.1.14519.5.2.1.8700.9668.244692274243244968163154334362
2.25.279251491852328510680062788716293897718,1.3.6.1.4.1.14519.5.2.1.8700.9668.119658138630840887960540094236
2.25.279252119735516436224938217552100310518,1.3.6.1.4.1.14519.5.2.1.8700.9668.239376147595297996539221147769
2.25.279284489589734076634027123836169338358,1.3.6.1.4.1.14519.5.2.1.8700.9668.277149965456417953894473499130
2.25.279311872427262256674386204496284466678,1.3.6.1.4.1.14519.5.2.1.8700.9668.256848245525733788479445153378
2.25.279471065574202168007912912355694591478,1.3.6.1.4.1.14519.5.2.1.8700.9668.169484255715597363995504013746
2.25.279491397501407391093547855571949567478,1.3.6.1.4.1.14519.5.2.1.8700.9668.208255035663081866172095293667
2.25.279516986217195435617982130429309337078,1.3.6.1.4.1.14519.5.2.1.8700.9668.312763413373924015743584804832
2.25.279645926882560900256842119466723163638,1.3.6.1.4.1.14519.5.2.1.8700.9668.134845259756011349524515750445
2.25.279701174660986159636054537501891214838,1.3.6.1.4.1.14519.5.2.1.8700.9668.242039475378565934135913253748
2.25.279871528283038642815496359929865420278,1.3.6.1.4.1.14519.5.2.1.8700.9668.116814072404989284343795731566
2.25.280165381972536736101735622732183879158,1.3.6.1.4.1.14519.5.2.1.8700.9668.440140843173832088248648267353
2.25.280211218633677738591606991649211268598,1.3.6.1.4.1.14519.5.2.1.8700.9668.232783437187245082688847138329
2.25.280223205854666146785884894848897105398,1.3.6.1.4.1.14519.5.2.1.8700.9668.329967714022270043498685177813
2.25.280230264291664542595721103679432539638,1.3.6.1.4.1.14519.5.2.1.8700.9668.114194352155123221066411958861
2.25.280342568627465262008973200358154812918,1.3.6.1.4.1.14519.5.2.1.8700.9668.323163752530312273953984140532
2.25.280383978811166592550303217974676930038,1.3.6.1.4.1.14519.5.2.1.8700.9668.424887428833292102348790239990
2.25.280455095594402646505013934895377530358,1.3.6.1.4.1.14519.5.2.1.8700.9668.101894492392966292325660661716
2.25.2816671253119526910355594460895231478,1.3.6.1.4.1.14519.5.2.1.8700.9668.350658742309292963944045907859
2.25.281847054785474944080873220591110962678,1.3.6.1.4.1.14519.5.2.1.8700.9668.144243514100962706017407464525
2.25.281982153063631017344050979864344903158,1.3.6.1.4.1.14519.5.2.1.8700.9668.319971238276050473804795738666
2.25.282013510381931725454905440656728636918,1.3.6.1.4.1.14519.5.2.1.8700.9668.294925409002852839921014016043
2.25.282101880285977698183092215675774156278,1.3.6.1.4.1.14519.5.2.1.8700.9668.124294982632352094238971838665
2.25.282160275799299649284437225212089056758,1.3.6.1.4.1.14519.5.2.1.8700.9668.118712456969826508416386512946
2.25.282307789130521707769315892822340648438,1.3.6.1.4.1.14519.5.2.1.8700.9668.130805320471919714909723879409
2.25.2824339746969282555591273579848252918,1.3.6.1.4.1.14519.5.2.1.8700.9668.224537319254035769096384607363
2.25.282457070438190272062887960365843987958,1.3.6.1.4.1.14519.5.2.1.8700.9668.286888055023593569896836460259
2.25.282471933641477948052620509210927021558,1.3.6.1.4.1.14519.5.2.1.8700.9668.491488119755927163643781715181
2.25.282503569446769893802621611310296186358,1.3.6.1.4.1.14519.5.2.1.8700.9668.174835153300162553692446580976
2.25.282569081233648876126769272964230266358,1.3.6.1.4.1.14519.5.2.1.8700.9668.242769903492473157680147855295
2.25.282578598912811714701644385398984130038,1.3.6.1.4.1.14519.5.2.1.8700.9668.144704795015280986630335941220
2.25.282619469948867135674157078948924210678,1.3.6.1.4.1.14519.5.2.1.8700.9668.967409543383620936998755441591
2.25.282631287621587763342752531964556328438,1.3.6.1.4.1.14519.5.2.1.8700.9668.279184366274982232609255665096
2.25.282999359084602718889875922997791538678,1.3.6.1.4.1.14519.5.2.1.8700.9668.365186318903955091363828802819
2.25.283023205176956262170204827855963667958,1.3.6.1.4.1.14519.5.2.1.8700.9668.779014244262752281525430779650
2.25.283068377906095395124927162874687241718,1.3.6.1.4.1.14519.5.2.1.8700.9668.116889361537620694970037403538
2.25.284462892601549590296995528330538761718,1.3.6.1.4.1.14519.5.2.1.8700.9668.253846681833581995849487440588
2.25.284485189387185167138202791436762070518,1.3.6.1.4.1.14519.5.2.1.8700.9668.251102380770614211158408397076
2.25.284512221243953408987546332697177210358,1.3.6.1.4.1.14519.5.2.1.8700.9668.697659574944845424267976819877
2.25.2846402809525442317002635731418070518,1.3.6.1.4.1.14519.5.2.1.8700.9668.104205239733388324041461454008
2.25.284813980715647988140712367282579946998,1.3.6.1.4.1.14519.5.2.1.8700.9668.287676766709186608126095634021
2.25.284847651100153300198902871590593740278,1.3.6.1.4.1.14519.5.2.1.8700.9668.213442279089168762822094846335
2.25.284872473679609831787192616877953760758,1.3.6.1.4.1.14519.5.2.1.8700.9668.296861804559791662506369605671
2.25.284942207931410011829212326456720997878,1.3.6.1.4.1.14519.5.2.1.8700.9668.239703508882325785669542822120
2.25.284997395100290947796206485430767042038,1.3.6.1.4.1.14519.5.2.1.8700.9668.166485856933423170072407568594
2.25.285222637597192500737411427139814276598,1.3.6.1.4.1.14519.5.2.1.8700.9668.300157557746894519149789621872
2.25.285234764655887746608245182944572456438,1.3.6.1.4.1.14519.5.2.1.8700.9668.167591290733343233623595145964
2.25.285316301130916864037314514797901495798,1.3.6.1.4.1.14519.5.2.1.8700.9668.230889553382259454923107600532
2.25.285381240890462493372944751064514149878,1.3.6.1.4.1.14519.5.2.1.8700.9668.290786603297132017832677533309
2.25.285468741661565684621348124906424483318,1.3.6.1.4.1.14519.5.2.1.8700.9668.159362718665427857192779020285
2.25.285586313877891977470406816322404597238,1.3.6.1.4.1.14519.5.2.1.8700.9668.107893197737483979847284006255
2.25.287171464605002307492340951457516338678,1.3.6.1.4.1.14519.5.2.1.8700.9668.320901395587635349827143862811
2.25.287238971753154211563830906515839630838,1.3.6.1.4.1.14519.5.2.1.8700.9668.163024396655262508196569128885
2.25.287355168568579256783988974008841911798,1.3.6.1.4.1.14519.5.2.1.8700.9668.244369204240033678884137109106
2.25.287577825058256344137214862443350179318,1.3.6.1.4.1.14519.5.2.1.8700.9668.231199782188701307167808944524
2.25.287698430128643683025116634721749155318,1.3.6.1.4.1.14519.5.2.1.8700.9668.212062250718051580953668336969
2.25.287850546616107820268009487235515268598,1.3.6.1.4.1.14519.5.2.1.8700.9668.179185536291790540934497938748
2.25.288007793919376381269404897655505141238,1.3.6.1.4.1.14519.5.2.1.8700.9668.260051329756481699233195981092
2.25.288086794300923417097027860166983925238,1.3.6.1.4.1.14519.5.2.1.8700.9668.459852625139595939395812951755
2.25.288098392511633880253408179065873612278,1.3.6.1.4.1.14519.5.2.1.8700.9668.641654578841264015865513396054
